# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Aug  2 15:42:12 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_lumerr1:     Stellar Luminosity Upper Unc. [log(Solar)]
# COLUMN st_lumerr2:     Stellar Luminosity Lower Unc. [log(Solar)]
# COLUMN st_lumlim:      Stellar Luminosity Limit Flag
#
pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_lum,st_lumerr1,st_lumerr2,st_lumlim
Kepler-62 d,Kepler-62,1,5,18.16406000000,0.00002000000,-0.00002000000,0,1.95000000,0.07000000,-0.07000000,0,0.17400000,0.00600000,-0.00600000,0,K2 V,4925.00,70.00,-70.00,0,0.640000,0.020000,-0.020000,0,-0.67800,0.04000,-0.04300,0
Kepler-62 e,Kepler-62,1,5,122.38740000000,0.00080000000,-0.00080000000,0,1.61000000,0.05000000,-0.05000000,0,0.14400000,0.00400000,-0.00400000,0,K2 V,4925.00,70.00,-70.00,0,0.640000,0.020000,-0.020000,0,-0.67800,0.04000,-0.04300,0
Kepler-62 f,Kepler-62,1,5,267.29100000000,0.00500000000,-0.00500000000,0,1.41000000,0.07000000,-0.07000000,0,0.12600000,0.00600000,-0.00600000,0,K2 V,4925.00,70.00,-70.00,0,0.640000,0.020000,-0.020000,0,-0.67800,0.04000,-0.04300,0
Kepler-620 b,Kepler-620,1,1,12.91375431000,0.00004951000,-0.00004951000,0,3.32000000,1.22000000,-0.70000000,0,0.29619056,0.10884111,-0.06244982,0,,6155.00,120.88,-147.72,0,1.220000,0.450000,-0.157000,0,0.34079,,,0
Kepler-621 b,Kepler-621,1,1,2.62811374600,0.00000177200,-0.00000177200,0,2.30000000,0.07000000,-0.19000000,0,0.20519226,0.00624498,-0.01695066,0,,4521.00,73.87,-51.47,0,0.680000,0.020000,-0.024000,0,-0.75900,,,0
Kepler-622 b,Kepler-622,1,1,14.28226676000,0.00002663000,-0.00002663000,0,2.13000000,0.28000000,-0.16000000,0,0.19002587,0.02497993,-0.01427424,0,,4201.00,46.67,-36.96,0,0.610000,0.021000,-0.021000,0,-0.86159,,,0
Kepler-623 b,Kepler-623,1,1,9.07097734000,0.00001283000,-0.00001283000,0,3.01000000,0.34000000,-0.21000000,0,0.26853421,0.03033277,-0.01873495,0,,5443.00,103.28,-85.59,0,0.860000,0.096000,-0.057000,0,-0.31821,,,0
Kepler-624 b,Kepler-624,1,1,14.58649607000,0.00002876000,-0.00002876000,0,2.31000000,0.33000000,-0.24000000,0,0.20608440,0.02944063,-0.02141137,0,,6117.00,70.67,-63.28,0,1.180000,0.167000,-0.113000,0,0.29097,,,0
Kepler-625 b,Kepler-625,1,2,7.75192492000,0.00001063000,-0.00001063000,0,1.99000000,0.06000000,-0.05000000,0,0.17753591,0.00535284,-0.00446070,0,,5789.00,46.81,-43.94,0,0.960000,0.025000,-0.020000,0,0.40647,0.01991,-0.02150,0
Kepler-625 c,Kepler-625,1,2,4.16536510000,0.00001304000,-0.00001304000,0,1.05000000,0.05000000,-0.03000000,0,0.09367473,0.00446070,-0.00267642,0,,5789.00,46.81,-43.94,0,0.960000,0.025000,-0.020000,0,0.40647,0.01991,-0.02150,0
Kepler-626 b,Kepler-626,1,1,14.48585199000,0.00002363000,-0.00002363000,0,2.29000000,0.28000000,-0.20000000,0,0.20430012,0.02497993,-0.01784280,0,,5813.00,93.83,-94.62,0,1.050000,0.124000,-0.089000,0,-0.04194,,,0
Kepler-627 b,Kepler-627,1,1,40.69944430000,0.00017830000,-0.00017830000,0,3.73000000,1.60000000,-0.82000000,0,0.33276831,0.14274244,-0.07315550,0,,6424.00,160.13,-213.39,0,1.490000,0.640000,-0.270000,0,0.38539,,,0
Kepler-629 b,Kepler-629,1,1,7.23858540000,0.00001180000,-0.00001180000,0,1.38000000,0.06000000,-0.04000000,0,0.12311535,0.00535284,-0.00356856,0,,5444.00,71.98,-60.20,0,0.840000,0.019000,-0.021000,0,-0.28344,0.00986,-0.01423,0
Kepler-63 b,Kepler-63,1,1,9.43415050000,0.00000100000,-0.00000100000,0,6.11000000,0.20000000,-0.20000000,0,0.54500000,0.01800000,-0.01800000,0,G5,5576.00,50.00,-50.00,0,0.901000,0.027000,-0.022000,0,-0.15700,0.04500,-0.03800,0
Kepler-630 b,Kepler-630,1,1,161.47439370000,0.00090110000,-0.00090110000,0,3.18000000,0.34000000,-0.34000000,0,0.28370060,0.03033277,-0.03033277,0,,5829.00,97.42,-98.87,0,1.040000,0.110000,-0.077000,0,0.30233,,,0
Kepler-631 b,Kepler-631,1,1,17.97979059000,0.00003770000,-0.00003770000,0,2.90000000,0.32000000,-0.23000000,0,0.25872067,0.02854849,-0.02051923,0,,6185.00,85.62,-75.47,0,1.330000,0.145000,-0.103000,0,0.38915,,,0
Kepler-632 b,Kepler-632,1,1,30.99660733000,0.00004756000,-0.00004756000,0,2.21000000,0.33000000,-0.08000000,0,0.19716299,0.02944063,-0.00713712,0,,5322.00,89.61,-82.67,0,0.840000,0.024000,-0.022000,0,-0.29200,,,0
Kepler-633 b,Kepler-633,1,2,8.50340718000,0.00002680000,-0.00002680000,0,1.63000000,0.31000000,-0.21000000,0,0.14541886,0.02765635,-0.01873495,0,,5899.00,86.22,-91.57,0,1.150000,0.215000,-0.144000,0,0.16000,,,0
Kepler-633 c,Kepler-633,1,2,23.78319931000,,,0,2.29600000,,,0,0.20483575,,,0,,5877.00,105.00,-129.00,0,1.265000,0.199000,-0.243000,0,0.23600,,,0
Kepler-634 b,Kepler-634,1,1,5.16950177000,0.00001029000,-0.00001029000,0,1.89000000,0.30000000,-0.25000000,0,0.16861451,0.02676421,-0.02230351,0,,6075.00,86.22,-77.53,0,1.240000,0.193000,-0.161000,0,0.42075,,,0
Kepler-635 b,Kepler-635,1,1,23.44971004000,0.00007672000,-0.00007672000,0,2.64000000,0.36000000,-0.27000000,0,0.23552502,0.03211705,-0.02408779,0,,6174.00,70.40,-82.75,0,1.510000,0.198000,-0.155000,0,0.73514,0.01892,-0.03082,0
Kepler-636 b,Kepler-636,2,1,16.08066114700,0.00000560300,-0.00000560300,0,4.45000000,0.14000000,-0.13000000,0,0.39700241,0.01248996,-0.01159782,0,,5203.00,56.47,-72.86,0,0.800000,0.023000,-0.023000,0,-0.37400,,,0
Kepler-637 b,Kepler-637,1,1,23.20584623000,0.00005368000,-0.00005368000,0,4.75000000,0.51000000,-0.56000000,0,0.42376662,0.04549915,-0.04995985,0,,6096.00,46.96,-44.44,0,2.560000,0.267000,-0.299000,0,0.38249,0.01524,-0.02528,0
Kepler-638 b,Kepler-638,1,1,6.07972888000,0.00001513000,-0.00001513000,0,1.83000000,0.56000000,-0.31000000,0,0.16326166,0.04995985,-0.02765635,0,,5382.00,50.10,-59.39,0,0.930000,0.286000,-0.091000,0,0.53162,0.01437,-0.02311,0
Kepler-639 b,Kepler-639,1,1,10.21420496000,0.00002131000,-0.00002131000,0,2.38000000,0.55000000,-0.34000000,0,0.21232938,0.04906771,-0.03033277,0,,5896.00,76.96,-59.62,0,1.290000,0.256000,-0.179000,0,0.48255,0.01476,-0.02091,0
Kepler-640 b,Kepler-640,1,1,22.24813967000,0.00003515000,-0.00003515000,0,2.56000000,0.08000000,-0.22000000,0,0.22838790,0.00713712,-0.01962709,0,,5653.00,72.44,-62.83,0,0.940000,0.030000,-0.025000,0,-0.02367,,,0
Kepler-641 b,Kepler-641,1,1,9.48961571000,0.00002398000,-0.00002398000,0,1.85000000,0.31000000,-0.25000000,0,0.16504595,0.02765635,-0.02230351,0,,5713.00,81.57,-83.52,0,1.130000,0.192000,-0.141000,0,0.39002,,,0
Kepler-642 b,Kepler-642,1,1,4.41745855000,0.00000660300,-0.00000660300,0,2.90000000,1.30000000,-0.56000000,0,0.25872067,0.11597823,-0.04995985,0,,6570.00,133.26,-201.09,0,1.660000,0.743000,-0.321000,0,0.39758,0.02642,-0.01383,0
Kepler-643 b,Kepler-643,1,1,16.33889626000,0.00001826000,-0.00001826000,0,10.16000000,0.35000000,-0.27000000,0,0.90641449,0.03122491,-0.02408779,0,,4908.00,45.26,-47.77,0,2.520000,0.081000,-0.065000,0,0.47818,0.02121,-0.02230,0
Kepler-644 b,Kepler-644,1,1,3.17391710300,0.00000422900,-0.00000422900,0,3.15000000,1.16000000,-0.61000000,0,0.28102418,0.10348827,-0.05442055,0,,6747.00,156.03,-238.58,0,1.810000,0.668000,-0.349000,0,0.71041,,,0
Kepler-645 b,Kepler-645,1,1,3.27582262100,0.00000477100,-0.00000477100,0,2.10000000,0.63000000,-0.28000000,0,0.18734945,0.05620484,-0.02497993,0,,6170.00,144.24,-162.10,0,1.210000,0.363000,-0.163000,0,0.45106,,,0
Kepler-646 b,Kepler-646,1,1,15.87364565000,0.00004300000,-0.00004300000,0,1.99000000,0.37000000,-0.19000000,0,0.17753591,0.03300919,-0.01695066,0,,5634.00,117.96,-139.42,0,0.910000,0.133000,-0.078000,0,-0.25878,,,0
Kepler-647 b,Kepler-647,1,2,16.22546490000,0.00015560000,-0.00015560000,0,1.17000000,0.14000000,-0.11000000,0,0.10438041,0.01248996,-0.00981354,0,,6020.00,81.21,-72.51,0,1.070000,0.130000,-0.092000,0,0.41834,,,0
Kepler-647 c,Kepler-647,1,2,29.66630000000,,,0,4.00135002,,,0,0.35697654,,,0,,5906.74,37.53,-37.53,0,1.545710,,,0,0.41834,,,0
Kepler-648 b,Kepler-648,1,1,17.42117490000,0.00002066000,-0.00002066000,0,3.22000000,0.12000000,-0.24000000,0,0.28726916,0.01070568,-0.02141137,0,,5741.00,54.98,-51.62,0,0.980000,0.033000,-0.031000,0,-0.05328,,,0
Kepler-649 b,Kepler-649,1,1,29.90722674000,0.00005373000,-0.00005373000,0,2.26000000,0.14000000,-0.12000000,0,0.20162370,0.01248996,-0.01070568,0,,5871.00,62.24,-54.67,0,0.940000,0.055000,-0.050000,0,-0.04390,0.01237,-0.01821,0
Kepler-65 b,Kepler-65,1,4,2.15491000000,0.00000500000,-0.00000500000,0,1.42000000,0.03000000,-0.03000000,0,0.12700000,0.00300000,-0.00300000,0,,6211.00,66.00,-66.00,0,1.410000,0.030000,-0.030000,0,0.46740,0.01627,-0.01638,0
Kepler-65 c,Kepler-65,1,4,5.85994400000,0.00000300000,-0.00000300000,0,2.58000000,0.06000000,-0.06000000,0,0.23000000,0.00500000,-0.00500000,0,,6211.00,66.00,-66.00,0,1.410000,0.030000,-0.030000,0,0.46740,0.01627,-0.01638,0
Kepler-65 d,Kepler-65,1,4,8.13123000000,0.00002000000,-0.00002000000,0,1.52000000,0.04000000,-0.04000000,0,0.13600000,0.00400000,-0.00400000,0,,6211.00,66.00,-66.00,0,1.410000,0.030000,-0.030000,0,0.46740,0.01627,-0.01638,0
Kepler-65 e,Kepler-65,1,4,258.80000000000,1.50000000000,-1.30000000000,0,13.90000000,,,0,1.24000000,,,0,,6220.00,44.35,-43.86,0,1.437000,0.032000,-0.027000,0,0.46740,0.01627,-0.01638,0
Kepler-650 b,Kepler-650,1,1,3.03214558800,0.00000330600,-0.00000330600,0,2.96000000,0.51000000,-0.45000000,0,0.26407351,0.04549915,-0.04014631,0,,5849.00,64.94,-77.61,0,1.350000,0.232000,-0.206000,0,0.28400,,,0
Kepler-651 b,Kepler-651,1,1,21.38521506000,0.00003880000,-0.00003880000,0,2.37000000,0.22000000,-0.14000000,0,0.21143724,0.01962709,-0.01248996,0,,5522.00,64.16,-54.30,0,0.870000,0.038000,-0.033000,0,-0.25322,,,0
Kepler-652 b,Kepler-652,1,1,4.18200253100,0.00000171600,-0.00000171600,0,2.49000000,0.06000000,-0.05000000,0,0.22214292,0.00535284,-0.00446070,0,,5490.00,43.22,-40.88,0,0.880000,0.017000,-0.015000,0,-0.27008,0.00942,-0.01550,0
Kepler-653 b,Kepler-653,1,2,14.70748976000,0.00003759000,-0.00003759000,0,1.95000000,0.29000000,-0.26000000,0,0.17396735,0.02587207,-0.02319565,0,,5665.00,54.97,-60.88,0,1.190000,0.173000,-0.160000,0,0.11872,0.01320,-0.01160,0
Kepler-653 c,Kepler-653,1,2,0.90037647600,0.00000363300,-0.00000363300,0,0.78000000,0.13000000,-0.12000000,0,0.06958694,0.01159782,-0.01070568,0,,5665.00,54.97,-60.88,0,1.190000,0.173000,-0.160000,0,0.11872,0.01320,-0.01160,0
Kepler-654 b,Kepler-654,1,1,13.72465129000,0.00005006000,-0.00005006000,0,2.07000000,0.37000000,-0.26000000,0,0.18467303,0.03300919,-0.02319565,0,,5865.00,93.80,-89.45,0,1.110000,0.173000,-0.111000,0,0.46220,,,0
Kepler-655 b,Kepler-655,1,1,46.40633580000,0.00016510000,-0.00016510000,0,2.71000000,0.41000000,-0.27000000,0,0.24177001,0.03657775,-0.02408779,0,,6170.00,72.99,-62.57,0,1.240000,0.184000,-0.121000,0,0.32385,,,0
Kepler-656 b,Kepler-656,1,2,1.26025909400,0.00000066100,-0.00000066100,0,3.12000000,0.21000000,-0.34000000,0,0.27834776,0.01873495,-0.03033277,0,,5281.00,63.29,-58.78,0,0.820000,0.054000,-0.050000,0,-0.29864,,,0
Kepler-656 c,Kepler-656,1,2,5.25449393000,0.00005613000,-0.00005613000,0,1.41000000,0.38000000,-0.11000000,0,0.12579199,0.03390139,-0.00981356,0,,5550.00,166.00,-183.00,0,0.954000,0.252000,-0.079000,0,-0.29864,,,0
Kepler-657 b,Kepler-657,1,1,24.54350418000,0.00006435000,-0.00006435000,0,3.52000000,0.69000000,-0.32000000,0,0.31403337,0.06155768,-0.02854849,0,,5808.00,88.65,-121.47,0,1.010000,0.198000,-0.090000,0,0.27898,,,0
Kepler-658 b,Kepler-658,1,1,1.28707676200,0.00000119300,-0.00000119300,0,1.63000000,0.06000000,-0.06000000,0,0.14541886,0.00535284,-0.00535284,0,,4103.00,39.35,-37.36,0,0.600000,0.017000,-0.023000,0,-0.89922,,,0
Kepler-659 b,Kepler-659,1,1,17.67179600000,0.00005558000,-0.00005558000,0,2.50000000,0.33000000,-0.23000000,0,0.22303506,0.02944063,-0.02051923,0,,4870.00,49.22,-56.10,0,0.740000,0.026000,-0.035000,0,-0.52596,,,0
Kepler-66 b,Kepler-66,1,1,17.81581500000,0.00007500000,-0.00007500000,0,2.80000000,0.16000000,-0.16000000,0,0.25000000,0.01400000,-0.01400000,0,G0 V,5962.00,79.00,-79.00,0,0.966000,0.042000,-0.042000,0,0.05113,,,0
Kepler-660 b,Kepler-660,1,1,9.27358194000,0.00001178000,-0.00001178000,0,2.57000000,0.11000000,-0.17000000,0,0.22928004,0.00981354,-0.01516638,0,,4779.00,44.67,-49.24,0,0.710000,0.026000,-0.044000,0,-0.62564,,,0
Kepler-661 b,Kepler-661,1,1,6.02930132100,0.00000536200,-0.00000536200,0,3.07000000,0.12000000,-0.21000000,0,0.27388706,0.01070568,-0.01873495,0,,4483.00,56.76,-57.11,0,0.670000,0.025000,-0.038000,0,-0.81411,,,0
Kepler-662 b,Kepler-662,1,1,21.67697486000,0.00006711000,-0.00006711000,0,2.18000000,0.11000000,-0.12000000,0,0.19448657,0.00981354,-0.01070568,0,,4897.00,52.49,-59.98,0,0.740000,0.026000,-0.039000,0,-0.35557,,,0
Kepler-663 b,Kepler-663,1,1,4.99678284000,0.00001448000,-0.00001448000,0,2.60000000,0.20000000,-0.16000000,0,0.23195646,0.01784280,-0.01427424,0,,5264.00,90.56,-127.67,0,0.820000,0.056000,-0.045000,0,-0.31305,,,0
Kepler-664 b,Kepler-664,1,1,2.52559331500,0.00000366500,-0.00000366500,0,2.66000000,0.68000000,-0.25000000,0,0.23730931,0.06066554,-0.02230351,0,,5754.00,73.56,-86.08,0,1.020000,0.261000,-0.095000,0,-0.11113,,,0
Kepler-665 b,Kepler-665,1,1,16.01310205000,0.00004308000,-0.00004308000,0,2.60000000,0.15000000,-0.15000000,0,0.23195646,0.01338210,-0.01338210,0,,4913.00,93.83,-86.97,0,0.740000,0.033000,-0.038000,0,-0.59538,,,0
Kepler-666 b,Kepler-666,1,1,4.49876092000,0.00001769000,-0.00001769000,0,2.40000000,0.58000000,-0.28000000,0,0.21411366,0.05174413,-0.02497993,0,,5887.00,164.92,-179.03,0,1.050000,0.249000,-0.123000,0,0.18164,,,0
Kepler-667 b,Kepler-667,1,1,41.43962808000,0.00008183000,-0.00008183000,0,4.73000000,0.39000000,-0.28000000,0,0.42198234,0.03479347,-0.02497993,0,,5327.00,53.04,-70.39,0,0.870000,0.072000,-0.046000,0,0.55691,0.06637,-0.07837,0
Kepler-668 b,Kepler-668,1,1,8.35390639000,0.00001695000,-0.00001695000,0,2.70000000,0.23000000,-0.18000000,0,0.24087787,0.02051923,-0.01605852,0,,5352.00,60.59,-60.88,0,0.820000,0.063000,-0.052000,0,-0.39647,,,0
Kepler-669 b,Kepler-669,1,1,4.12554686900,0.00000310200,-0.00000310200,0,4.83000000,1.28000000,-0.55000000,0,0.43090374,0.11419395,-0.04906771,0,,6038.00,97.84,-109.18,0,1.200000,0.317000,-0.133000,0,0.35828,,,0
Kepler-67 b,Kepler-67,1,1,15.72590000000,0.00011000000,-0.00011000000,0,2.94000000,0.16000000,-0.16000000,0,0.26200000,0.01400000,-0.01400000,0,G9 V,5331.00,63.00,-63.00,0,0.778000,0.031000,-0.031000,0,-0.37633,,,0
Kepler-670 b,Kepler-670,1,1,2.81650485200,0.00000015200,-0.00000015200,0,13.18000000,2.94000000,-1.21000000,0,1.17584084,0.26228923,-0.10794897,0,,5709.00,89.42,-134.39,0,0.990000,0.221000,-0.091000,0,-0.10030,,,0
Kepler-671 b,Kepler-671,1,1,4.28095858800,0.00000648400,-0.00000648400,0,2.69000000,0.49000000,-0.20000000,0,0.23998573,0.04371487,-0.01784280,0,,5624.00,74.83,-91.38,0,0.950000,0.172000,-0.065000,0,-0.08086,,,0
Kepler-672 b,Kepler-672,1,1,38.37746230000,0.00015550000,-0.00015550000,0,2.50000000,0.32000000,-0.18000000,0,0.22303506,0.02854849,-0.01605852,0,,5627.00,75.47,-79.72,0,0.920000,0.114000,-0.062000,0,-0.11219,,,0
Kepler-673 b,Kepler-673,1,1,3.72873109300,0.00000093400,-0.00000093400,0,6.54000000,0.53000000,-0.48000000,0,0.58345972,0.04728343,-0.04282273,0,,5355.00,60.40,-71.68,0,0.840000,0.068000,-0.053000,0,-0.34402,,,0
Kepler-674 b,Kepler-674,1,1,2.24338184700,0.00000272200,-0.00000272200,0,1.69000000,0.10000000,-0.07000000,0,0.15077170,0.00892140,-0.00624498,0,,4192.00,40.95,-42.83,0,0.570000,0.027000,-0.024000,0,-0.90665,,,0
Kepler-675 b,Kepler-675,1,1,2.33743801000,0.00000207100,-0.00000207100,0,2.44000000,0.24000000,-0.16000000,0,0.21768222,0.02141137,-0.01427424,0,,4945.00,69.87,-70.99,0,0.750000,0.032000,-0.043000,0,-0.50669,,,0
Kepler-676 b,Kepler-676,1,1,11.59822172000,0.00001399000,-0.00001399000,0,3.04000000,0.14000000,-0.34000000,0,0.27121063,0.01248996,-0.03033277,0,,3701.00,39.31,-40.14,0,0.490000,0.022000,-0.026000,0,-1.29468,0.09150,-0.11607,0
Kepler-677 b,Kepler-677,1,1,6.57531678000,0.00000368600,-0.00000368600,0,5.38000000,1.17000000,-0.42000000,0,0.47997145,0.10438041,-0.03746989,0,,5723.00,68.82,-87.95,0,0.990000,0.215000,-0.077000,0,0.38964,,,0
Kepler-678 b,Kepler-678,1,1,7.27503724000,0.00000427500,-0.00000427500,0,5.14000000,0.66000000,-0.35000000,0,0.45856009,0.05888126,-0.03122491,0,,5520.00,72.95,-108.11,0,0.910000,0.117000,-0.057000,0,0.44927,,,0
Kepler-679 b,Kepler-679,1,1,12.39358604000,0.00003829000,-0.00003829000,0,3.01000000,0.32000000,-0.39000000,0,0.26853421,0.02854849,-0.03479347,0,,5403.00,97.13,-105.75,0,0.840000,0.074000,-0.062000,0,-0.34758,,,0
Kepler-68 b,Kepler-68,2,4,5.39875259000,0.00000052000,-0.00000052000,0,2.35700000,0.02300000,-0.02300000,0,0.21027782,0.00205193,-0.00205193,0,,5847.00,75.00,-75.00,0,1.256400,0.008400,-0.008400,0,0.23106,0.01673,-0.00965,0
Kepler-68 c,Kepler-68,2,4,9.60502700000,0.00001300000,-0.00001300000,0,0.97900000,0.01900000,-0.01900000,0,0.08734068,0.00169507,-0.00169507,0,,5847.00,75.00,-75.00,0,1.256400,0.008400,-0.008400,0,0.23106,0.01673,-0.00965,0
Kepler-68 d,Kepler-68,2,4,632.62000000000,1.03000000000,-1.03000000000,0,13.90000000,,,0,1.24000000,,,0,,5847.00,75.00,-75.00,0,1.256400,0.008400,-0.008400,0,0.23106,0.01673,-0.00965,0
Kepler-68 e,Kepler-68,2,4,3455.00000000000,348.00000000000,-169.00000000000,0,11.20000000,,,0,0.99700000,,,0,,5847.00,75.00,-75.00,0,1.256400,0.008400,-0.008400,0,0.23106,0.01673,-0.00965,0
Kepler-680 b,Kepler-680,1,1,3.68992629100,0.00000942500,-0.00000942500,0,2.42000000,0.82000000,-0.25000000,0,0.21589794,0.07315550,-0.02230351,0,,5890.00,77.37,-99.20,0,1.110000,0.375000,-0.114000,0,0.19729,,,0
Kepler-681 b,Kepler-681,1,1,26.39435646000,0.00006078000,-0.00006078000,0,3.08000000,0.16000000,-0.16000000,0,0.27477920,0.01427424,-0.01427424,0,,5021.00,63.80,-62.09,0,0.760000,0.033000,-0.039000,0,-0.45672,,,0
Kepler-682 b,Kepler-682,1,1,12.61190667200,0.00000646300,-0.00000646300,0,7.37000000,0.77000000,-0.50000000,0,0.65750736,0.06869480,-0.04460701,0,,5559.00,84.63,-82.16,0,0.890000,0.093000,-0.059000,0,0.47994,,,0
Kepler-683 b,Kepler-683,1,1,2.53918317900,0.00000510900,-0.00000510900,0,1.97000000,0.34000000,-0.17000000,0,0.17575163,0.03033277,-0.01516638,0,,5703.00,140.91,-149.37,0,0.950000,0.159000,-0.083000,0,-0.04054,,,0
Kepler-684 b,Kepler-684,1,1,6.77030200800,0.00000886000,-0.00000886000,0,3.36000000,0.30000000,-0.30000000,0,0.29975912,0.02676421,-0.02676421,0,,5493.00,123.67,-118.74,0,0.860000,0.076000,-0.069000,0,0.20867,,,0
Kepler-685 b,Kepler-685,1,1,1.62552220000,0.00000015500,-0.00000015500,0,10.58000000,3.06000000,-1.19000000,0,0.94388438,0.27299491,-0.10616469,0,,5963.00,94.44,-126.15,0,1.160000,0.335000,-0.131000,0,-0.05138,,,0
Kepler-686 b,Kepler-686,1,1,1.59474546300,0.00000011300,-0.00000011300,0,12.15000000,1.97000000,-1.01000000,0,1.08395040,0.17575163,-0.09010616,0,,5649.00,155.14,-112.79,0,0.920000,0.149000,-0.076000,0,0.10792,,,0
Kepler-687 b,Kepler-687,1,1,20.50586978000,0.00002828000,-0.00002828000,0,3.52000000,0.16000000,-0.20000000,0,0.31403337,0.01427424,-0.01784280,0,,4841.00,93.00,-63.99,0,0.730000,0.029000,-0.038000,0,-0.56669,,,0
Kepler-688 b,Kepler-688,1,1,3.89593684400,0.00000080100,-0.00000080100,0,9.76000000,1.76000000,-0.97000000,0,0.87072888,0.15701668,-0.08653760,0,,5715.00,152.52,-199.21,0,0.960000,0.173000,-0.093000,0,-0.02364,,,0
Kepler-689 b,Kepler-689,1,1,22.36656079000,0.00009811000,-0.00009811000,0,2.89000000,0.35000000,-0.23000000,0,0.25782853,0.03122491,-0.02051923,0,,5518.00,122.70,-162.69,0,0.880000,0.101000,-0.067000,0,-0.15327,,,0
Kepler-69 b,Kepler-69,1,2,13.72234100000,0.00003500000,-0.00003600000,0,2.24000000,0.44000000,-0.29000000,0,0.20000000,0.03900000,-0.02600000,0,G4 V,5638.00,168.00,-168.00,0,0.930000,0.180000,-0.120000,0,-0.09700,0.16500,-0.14000,0
Kepler-69 c,Kepler-69,1,2,242.46130000000,0.00590000000,-0.00640000000,0,1.71000000,0.34000000,-0.23000000,0,0.15300000,0.03000000,-0.02100000,0,G4 V,5638.00,168.00,-168.00,0,0.930000,0.180000,-0.120000,0,-0.09700,0.16500,-0.14000,0
Kepler-690 b,Kepler-690,1,1,7.74809437400,0.00000763400,-0.00000763400,0,5.95000000,1.83000000,-0.75000000,0,0.53082345,0.16326166,-0.06691052,0,,5913.00,87.61,-115.89,0,1.160000,0.356000,-0.143000,0,0.14056,,,0
Kepler-691 b,Kepler-691,1,1,8.11437900000,0.00001125000,-0.00001125000,0,2.09000000,0.09000000,-0.09000000,0,0.18645731,0.00802926,-0.00802926,0,,3715.00,37.37,-36.77,0,0.500000,0.017000,-0.020000,0,-1.30464,0.09217,-0.11715,0
Kepler-692 b,Kepler-692,1,1,21.81293494000,0.00007140000,-0.00007140000,0,3.11000000,0.37000000,-0.23000000,0,0.27745562,0.03300919,-0.02051923,0,,5440.00,157.76,-162.00,0,0.860000,0.097000,-0.061000,0,-0.23346,,,0
Kepler-693 b,Kepler-693,2,1,15.37563332000,0.00001072000,-0.00001072000,0,10.18000000,0.50000000,-0.77000000,0,0.90819877,0.04460701,-0.06869480,0,,4881.00,78.78,-77.41,0,0.720000,0.035000,-0.044000,0,-0.42704,,,0
Kepler-694 b,Kepler-694,1,1,6.36584161200,0.00000810000,-0.00000810000,0,2.80000000,0.52000000,-0.22000000,0,0.24979927,0.04639129,-0.01962709,0,,5700.00,110.52,-116.69,0,0.950000,0.137000,-0.070000,0,-0.07753,,,0
Kepler-695 b,Kepler-695,1,1,3.04033042400,0.00000029800,-0.00000029800,0,9.21000000,0.71000000,-0.56000000,0,0.82166117,0.06334196,-0.04995985,0,,5181.00,199.46,-197.86,0,0.800000,0.062000,-0.048000,0,-0.15936,,,0
Kepler-696 b,Kepler-696,1,1,4.19042557500,0.00000160400,-0.00000160400,0,6.14000000,1.63000000,-0.70000000,0,0.54777411,0.14541886,-0.06244982,0,,5903.00,106.82,-160.15,0,1.080000,0.286000,-0.123000,0,0.15095,,,0
